Id,Unnamed: 0,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinType1,BsmtQual,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,Heating,HeatingQC,HouseStyle,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotalSF,TotalBaths
1874,413,0,No Alley,3,1Fam,3.0,1.0,ALQ,3.0,Y,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,440.0,1.0,3.0,RFn,3.0,Attchd,1995.0,990,GasA,5,1Story,3.0,Low,Mod,9757,Inside,65.0,Reg,20,RL,0.0,None,No Shed,10,CollgCr,0,7,5,Y,0,CompShg,Gable,Normal,,WD,1,Pave,5,1,1994,1994,2009,1980.0,2.0
1875,414,0,No Alley,3,1Fam,3.0,2.0,GLQ,4.0,Y,PosN,Norm,SBrkr,0,3,3,VinylSd,VinylSd,GdPrv,3.4429619746497666,0,PConc,Typ,539.0,2.0,3.0,Fin,3.0,Attchd,1998.0,1463,GasA,5,1Story,3.0,Low,Gtl,14753,Inside,65.0,IR2,20,RL,0.0,None,No Shed,12,CollgCr,1,5,7,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,0,1998,1998,2009,2926.0,3.0
1876,415,0,No Alley,3,1Fam,3.0,1.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3.0,1,PConc,Typ,492.0,2.0,3.0,RFn,3.0,Attchd,1998.0,1772,GasA,5,2Story,3.0,Lvl,Gtl,8750,Inside,70.0,Reg,60,RL,120.0,BrkFace,No Shed,4,CollgCr,1,5,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,1,1998,1998,2009,2700.0,3.5
1877,416,0,No Alley,3,1Fam,3.0,1.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,577.0,2.0,3.0,RFn,3.0,Attchd,2002.0,1444,GasA,5,1Story,4.0,Lvl,Gtl,10739,Inside,65.0,IR1,20,RL,68.0,BrkFace,No Shed,4,CollgCr,1,5,7,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,1,2002,2001,2009,2875.0,3.0
1878,417,0,No Alley,3,1Fam,3.0,2.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.0,1,PConc,Typ,608.0,2.0,3.0,RFn,3.0,Attchd,2001.0,1492,GasA,5,1Story,4.0,Lvl,Gtl,11166,Inside,75.0,Reg,20,RL,180.0,BrkFace,No Shed,7,CollgCr,1,5,7,Y,0,CompShg,Gable,Family,,WD,1,Pave,6,0,2001,2001,2009,2984.0,2.0
1879,418,0,No Alley,3,1Fam,3.0,3.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,MnPrv,3.4429619746497666,0,BrkTil,Typ,343.0,1.0,3.0,Unf,3.0,Attchd,1978.0,907,GasA,3,1Story,3.0,Lvl,Gtl,16269,CulDSac,70.0,IR1,20,RL,76.0,BrkFace,No Shed,7,CollgCr,0,5,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,1,1978,1978,2009,1814.0,1.0
1880,419,0,No Alley,2,1Fam,3.0,1.0,ALQ,3.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,3.4429619746497666,0,CBlock,Typ,444.0,2.0,3.0,Unf,3.0,Attchd,1979.0,914,GasA,3,1Story,3.0,Lvl,Gtl,6950,Inside,76.0,IR1,20,RL,40.0,BrkFace,No Shed,10,CollgCr,0,7,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,0,1979,1979,2009,1828.0,2.0
1881,420,0,No Alley,3,1Fam,3.0,3.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,1231.0,3.0,3.0,RFn,3.0,Attchd,2002.0,1611,GasA,5,1Story,4.0,Lvl,Gtl,11664,Corner,90.0,Reg,20,RL,0.0,None,No Shed,9,CollgCr,1,5,7,Y,0,CompShg,Hip,Normal,,WD,0,Pave,6,1,2002,2002,2009,3180.0,3.0
1882,421,0,No Alley,4,1Fam,3.0,3.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4.0,1,PConc,Typ,570.0,2.0,3.0,RFn,3.0,BuiltIn,2003.0,2184,GasA,5,2Story,4.0,Lvl,Gtl,12334,Inside,70.0,IR1,60,RL,198.0,BrkFace,No Shed,6,CollgCr,1,5,8,Y,0,CompShg,Gable,Normal,,WD,0,Pave,8,1,2003,2003,2009,3252.0,2.5
1883,422,0,No Alley,3,1Fam,3.0,1.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,550.0,2.0,3.0,RFn,3.0,Attchd,2002.0,1725,GasA,5,2Story,4.0,Lvl,Gtl,8749,Inside,70.0,Reg,60,RL,0.0,No Masonry Veneer,No Shed,11,CollgCr,1,5,7,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,0,2002,2002,2009,2565.0,2.5
1884,423,0,No Alley,3,1Fam,3.0,1.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,608.0,2.0,3.0,RFn,3.0,Attchd,2001.0,1870,GasA,5,2Story,4.0,Lvl,Gtl,11250,Corner,70.0,Reg,60,RL,0.0,None,No Shed,5,CollgCr,1,5,7,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,1,2001,2001,2009,2814.0,2.5
1885,424,0,No Alley,2,1Fam,3.0,4.0,GLQ,4.0,Y,Feedr,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.0,1,PConc,Typ,521.0,2.0,3.0,Fin,3.0,Attchd,1999.0,1513,GasA,5,1Story,4.0,Lvl,Gtl,15750,FR3,90.0,Reg,20,RL,260.0,BrkFace,No Shed,6,CollgCr,1,5,8,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,1,1999,2000,2009,2975.0,3.0
1886,425,0,No Alley,3,1Fam,3.0,4.0,GLQ,5.0,Y,Norm,Norm,SBrkr,0,3,4,HdBoard,HdBoard,No Fence,4.0,1,PConc,Typ,523.0,2.0,3.0,Fin,3.0,Attchd,2002.0,1828,GasA,5,1Story,4.0,Lvl,Gtl,12782,Inside,70.0,Reg,20,RL,164.0,BrkFace,No Shed,6,CollgCr,1,5,8,Y,0,CompShg,Hip,Normal,,WD,0,Pave,7,1,2002,2003,2009,3650.0,3.0
1887,426,0,No Alley,3,1Fam,3.0,3.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.0,1,PConc,Typ,511.0,2.0,3.0,Unf,3.0,Attchd,1997.0,1417,GasA,5,1Story,4.0,Lvl,Gtl,8750,Inside,70.0,Reg,20,RL,209.0,BrkFace,No Shed,8,CollgCr,0,5,7,Y,0,CompShg,Gable,Normal,,WD,1,Pave,7,1,1997,1998,2009,2834.0,3.0
1888,427,0,No Alley,3,1Fam,3.0,3.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4.0,1,PConc,Typ,810.0,3.0,3.0,RFn,3.0,Attchd,2007.0,1602,GasA,5,1Story,4.0,Lvl,Gtl,10200,Inside,85.0,Reg,20,RL,180.0,BrkFace,No Shed,1,CollgCr,1,5,8,Y,0,CompShg,Gable,Normal,,WD,1,Pave,7,0,2007,2007,2009,3180.0,3.0
1889,428,0,No Alley,3,1Fam,3.0,1.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4.0,1,PConc,Typ,440.0,2.0,3.0,Fin,3.0,BuiltIn,2007.0,1396,GasA,5,2Story,4.0,Lvl,Gtl,11069,Corner,85.0,Reg,60,RL,0.0,None,No Shed,7,CollgCr,1,5,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,1,2007,2007,2009,2004.0,2.5
1890,429,0,No Alley,3,1Fam,3.0,1.0,GLQ,3.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,MnPrv,3.4429619746497666,0,CBlock,Min1,544.0,1.0,3.0,Fin,3.0,2Types,1968.0,1149,GasA,3,1Story,3.0,Lvl,Gtl,10682,Inside,80.0,Reg,20,RL,0.0,None,No Shed,7,Edwards,1,6,4,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,0,1960,1971,2009,2163.0,2.0
1891,430,0,No Alley,2,TwnhsE,3.0,4.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,Wood,Typ,525.0,2.0,3.0,Fin,3.0,Basment,2005.0,1072,GasA,4,SFoyer,3.0,Lvl,Gtl,3675,Inside,35.0,Reg,180,RM,80.0,BrkFace,No Shed,4,Edwards,1,5,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,0,2005,2006,2009,1619.0,2.0
1892,431,0,No Alley,3,1Fam,3.0,1.0,LwQ,3.0,Y,Norm,Norm,FuseA,0,3,3,AsbShng,AsbShng,MnPrv,3.4429619746497666,0,CBlock,Typ,320.0,1.0,3.0,Unf,3.0,Detchd,1959.0,876,GasA,3,1Story,3.0,HLS,Mod,6410,Inside,64.0,Reg,20,RL,0.0,None,No Shed,3,Edwards,0,5,4,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,0,1959,1959,2009,1752.0,1.0
1893,432,0,No Alley,3,1Fam,3.0,2.0,Rec,2.0,Y,Norm,Norm,FuseA,1,3,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,CBlock,Min1,195.0,1.0,3.0,RFn,3.0,Attchd,1950.0,1368,GasA,3,1Story,3.0,Lvl,Gtl,11767,Inside,70.0,Reg,20,RL,0.0,None,Shed,6,Edwards,1,5,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,0,1950,1950,2009,2446.0,2.0
1894,433,0,No Alley,6,Duplex,3.0,1.0,Unf,3.0,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,CBlock,Typ,0.0,0.0,2.970652173913044,No Garage,2.96231884057971,No Garage,1978.1134057971012,1678,GasA,3,1Story,3.0,Lvl,Gtl,10926,Inside,65.0,Reg,90,RL,74.0,BrkFace,No Shed,8,Edwards,0,5,5,Y,0,CompShg,Hip,Normal,,WD,0,Pave,10,0,1959,1959,2009,3356.0,2.0
1895,434,0,No Alley,2,1Fam,3.0,1.0,Rec,3.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,3.0,1,CBlock,Min1,313.0,1.0,3.0,Unf,3.0,Attchd,1956.0,1560,GasA,5,1Story,3.0,Lvl,Gtl,11767,Inside,70.0,Reg,20,RL,259.0,BrkFace,No Shed,5,Edwards,0,5,5,Y,0,CompShg,Hip,Normal,,WD,0,Pave,7,0,1956,1956,2009,2710.0,1.0
1896,435,0,Grvl,3,1Fam,3.0,1.0,Rec,3.0,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,No Fence,4.0,2,CBlock,Typ,256.0,1.0,3.0,Unf,3.0,Detchd,1940.0,1298,GasA,5,1.5Fin,3.0,Lvl,Gtl,8212,Inside,45.0,Reg,50,RL,0.0,None,No Shed,9,Edwards,0,6,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,1,1941,1950,2009,2018.0,1.0
1897,436,0,Pave,3,1Fam,2.0,1.0,LwQ,3.0,Y,Norm,Norm,SBrkr,1,3,3,MetalSd,MetalSd,No Fence,4.0,2,PConc,Typ,250.0,1.0,3.0,Unf,3.0,Basment,1938.0,1268,GasA,3,1.5Fin,3.0,Lvl,Gtl,6300,Corner,70.0,Reg,50,RH,88.0,BrkFace,No Shed,7,SWISU,0,4,5,Y,0,CompShg,Gable,Abnorml,,WD,0,Pave,7,0,1938,1950,2009,2100.0,1.5
1898,437,0,No Alley,3,1Fam,3.0,1.0,Unf,3.0,Y,Feedr,Norm,FuseF,0,3,3,Wd Sdng,Wd Sdng,No Fence,4.0,1,BrkTil,Typ,180.0,1.0,3.0,Unf,2.0,Detchd,1926.0,1242,GasA,4,2Story,3.0,Bnk,Gtl,5707,Inside,43.0,Reg,70,RL,0.0,None,No Shed,3,SWISU,1,6,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,1,1935,1950,2009,1825.0,1.5
1899,438,0,No Alley,3,1Fam,3.0,1.0,Unf,3.0,Y,Norm,Norm,SBrkr,1,3,4,Stucco,Stucco,No Fence,4.0,1,BrkTil,Typ,440.0,2.0,3.0,Unf,3.0,Detchd,1916.0,1232,GasA,5,1Story,4.0,Lvl,Gtl,8574,Inside,64.0,Reg,30,RL,0.0,None,No Shed,10,Crawfor,0,8,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,0,1916,2000,2009,2048.0,1.0
1900,439,0,No Alley,3,1Fam,2.0,2.0,Unf,3.0,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,MnPrv,4.0,1,BrkTil,Typ,215.0,1.0,3.0,Unf,2.0,Detchd,1918.0,1228,GasA,5,2Story,3.0,Lvl,Gtl,7155,Inside,53.0,Reg,70,RL,0.0,None,No Shed,5,Crawfor,1,8,7,Y,0,CompShg,Gambrel,Normal,,WD,1,Pave,6,0,1918,1990,2009,1828.0,1.0
1901,440,0,No Alley,2,1Fam,3.0,1.0,ALQ,3.0,Y,Norm,Norm,SBrkr,1,3,3,Wd Sdng,Wd Sdng,GdPrv,3.0,2,CBlock,Min2,440.0,2.0,3.0,Unf,3.0,Detchd,1961.0,1567,GasA,5,1.5Fin,3.0,HLS,Mod,13680,Inside,60.0,Reg,50,RL,0.0,None,No Shed,2,Crawfor,1,6,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,0,1940,1950,2009,2407.0,2.5
1902,441,0,Grvl,2,1Fam,3.0,1.0,Rec,3.0,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,MnPrv,3.4429619746497666,0,CBlock,Typ,307.0,1.0,3.0,Unf,3.0,Attchd,1960.0,1273,GasA,5,1Story,3.0,HLS,Gtl,14680,Inside,80.0,IR1,20,RL,0.0,None,No Shed,6,Crawfor,0,4,5,Y,0,CompShg,Gable,Normal,,WD,1,Pave,5,1,1960,1960,2009,2546.0,1.0
1903,442,0,No Alley,5,Duplex,3.0,1.0,LwQ,3.0,Y,Norm,Norm,SBrkr,1,3,3,Wd Sdng,Wd Sdng,No Fence,4.0,2,BrkTil,Typ,400.0,2.0,3.0,Unf,3.0,Detchd,1940.0,2480,GasA,5,2.5Unf,3.0,HLS,Gtl,8145,Corner,70.0,IR1,90,RL,0.0,None,No Shed,7,Crawfor,0,6,7,Y,0,CompShg,Gable,Normal,,WD,0,Pave,13,0,1940,1950,2009,3400.0,2.5
1904,443,0,No Alley,2,1Fam,3.0,2.0,Rec,3.0,Y,Feedr,Norm,SBrkr,0,4,3,BrkFace,BrkFace,MnPrv,4.0,1,BrkTil,Typ,390.0,1.0,3.0,Unf,3.0,Attchd,1954.0,1112,GasA,5,1Story,3.0,Lvl,Gtl,9100,Inside,70.0,Reg,20,RL,0.0,None,No Shed,10,Crawfor,0,6,5,Y,0,CompShg,Gable,Family,,WD,0,Pave,6,0,1954,1954,2009,2224.0,2.0
1905,444,0,No Alley,3,1Fam,3.0,1.0,LwQ,3.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,Plywood,No Fence,4.0,1,CBlock,Typ,463.0,2.0,3.0,Fin,3.0,Attchd,1960.0,1561,GasA,3,1Story,3.0,Lvl,Gtl,13339,Inside,90.0,IR1,20,RL,132.0,Stone,No Shed,5,Crawfor,1,6,6,Y,0,CompShg,Gable,Normal,,WD,1,Pave,6,0,1960,1960,2009,3122.0,3.0
1906,445,0,No Alley,3,1Fam,3.0,1.0,BLQ,3.0,N,Norm,Norm,SBrkr,1,3,3,BrkComm,Brk Cmn,No Fence,3.0,1,BrkTil,Maj2,295.0,1.0,3.0,Unf,3.0,Attchd,1949.0,1523,GasW,2,1.5Fin,2.0,Bnk,Gtl,15600,Inside,78.0,Reg,50,RL,0.0,None,No Shed,10,Crawfor,0,7,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,0,1949,2005,2009,2590.0,3.0
1907,446,0,No Alley,3,1Fam,3.0,3.0,LwQ,3.0,Y,PosA,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,4.0,2,PConc,Typ,576.0,2.0,3.0,Unf,3.0,Basment,1954.0,1906,GasA,5,1Story,3.0,Bnk,Mod,17500,Corner,100.0,Reg,20,RL,420.0,Stone,No Shed,1,Crawfor,1,5,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,0,1954,1954,2009,3216.0,2.5
1908,447,0,No Alley,2,Twnhs,3.0,1.0,Unf,3.0,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,GdPrv,3.0,1,CBlock,Typ,452.0,2.0,3.0,Unf,3.0,Detchd,1980.0,1032,GasA,3,2Story,3.0,Lvl,Gtl,1733,Inside,24.0,Reg,160,RM,0.0,None,No Shed,5,Blueste,0,6,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,1,1980,1980,2009,1548.0,1.0
1909,448,0,No Alley,2,TwnhsE,3.0,2.0,ALQ,4.0,Y,Norm,Norm,SBrkr,0,4,3,MetalSd,MetalSd,GdPrv,3.0,1,CBlock,Typ,462.0,2.0,3.0,Fin,3.0,Attchd,1980.0,1229,GasA,3,2Story,4.0,Lvl,Gtl,1488,Inside,24.0,Reg,160,RM,0.0,None,No Shed,10,Blueste,0,6,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,1,1980,1992,2009,1790.0,2.5
1910,449,0,No Alley,2,Twnhs,3.0,1.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,MnPrv,3.0,1,CBlock,Typ,462.0,2.0,3.0,Fin,3.0,Attchd,1980.0,1229,GasA,3,2Story,3.0,Lvl,Gtl,1612,Inside,24.0,Reg,160,RM,0.0,None,No Shed,7,Blueste,0,6,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,1,1980,1980,2009,1790.0,1.5
1911,450,0,No Alley,3,1Fam,3.0,1.0,ALQ,3.0,Y,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,No Fence,3.0,1,CBlock,Typ,501.0,2.0,3.0,Fin,3.0,BuiltIn,1986.0,1982,GasA,4,SLvl,3.0,Lvl,Gtl,13607,Inside,70.0,IR1,80,RL,242.0,BrkFace,Shed,4,Crawfor,1,6,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,1,1986,1986,2009,2554.0,3.5
1912,451,0,No Alley,3,1Fam,3.0,1.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,4,4,BrkFace,BrkFace,GdPrv,4.0,2,CBlock,Min1,551.0,2.0,3.0,Fin,3.0,Attchd,1971.0,2365,GasA,3,1Story,5.0,Bnk,Gtl,17597,Inside,70.0,Reg,20,RL,0.0,None,No Shed,7,Crawfor,1,9,7,Y,0,CompShg,Hip,Normal,,WD,0,Pave,7,1,1971,2009,2009,4168.0,3.0
1913,452,0,No Alley,5,1Fam,3.0,1.0,Unf,3.0,N,Norm,Norm,SBrkr,1,3,3,AsbShng,AsbShng,No Fence,3.4429619746497666,0,BrkTil,Typ,576.0,2.0,3.0,Unf,3.0,Detchd,1998.0,2168,GasA,5,2Story,4.0,Bnk,Gtl,8660,Inside,50.0,Reg,70,RM,0.0,None,No Shed,12,IDOTRR,1,6,5,Y,0,CompShg,Gambrel,Normal,,WD,0,Pave,11,1,1900,1993,2009,2616.0,2.0
1914,453,0,Grvl,2,1Fam,3.0,1.0,Unf,3.0,N,Norm,Norm,FuseP,1,3,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,BrkTil,Typ,200.0,1.0,3.0,Unf,3.0,Detchd,1940.0,572,GasA,2,1Story,3.0,Lvl,Gtl,10200,Inside,60.0,Reg,30,C (all),0.0,None,No Shed,5,IDOTRR,0,6,4,N,0,CompShg,Gable,Normal,,WD,0,Pave,4,0,1925,1950,2009,1144.0,1.0
1915,454,1,No Alley,2,TwnhsE,3.0,4.0,GLQ,5.0,Y,Norm,Norm,SBrkr,0,3,5,CemntBd,CmentBd,No Fence,4.0,1,PConc,Typ,482.0,2.0,3.0,Fin,3.0,Attchd,2007.0,1648,GasA,5,1Story,5.0,HLS,Mod,3843,Inside,44.0,IR1,120,RM,174.0,Stone,No Shed,6,Crawfor,1,5,8,Y,0,CompShg,Hip,Partial,,New,0,Pave,5,1,2007,2008,2009,3244.0,3.5
1916,455,0,No Alley,1,1Fam,3.0028198801550934,1.6707789918928446,No Basement,3.576814658210007,N,Norm,Norm,FuseA,0,2,2,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,CBlock,Min1,280.0,1.0,3.0,Unf,3.0,Detchd,1975.0,810,GasA,3,1Story,3.0,Lvl,Gtl,21780,Inside,109.0,Reg,30,RL,0.0,None,No Shed,3,IDOTRR,1,4,2,N,0,CompShg,Gable,Normal,,ConLD,0,Grvl,4,1,1910,1950,2009,810.0,1.0
1917,456,0,No Alley,3,1Fam,3.0,1.0,ALQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,CemntBd,CmentBd,No Fence,3.0,1,PConc,Typ,642.0,3.0,3.0,Fin,3.0,BuiltIn,2000.0,2052,GasA,5,2Story,4.0,Lvl,Gtl,10125,Inside,75.0,Reg,60,RL,0.0,None,No Shed,5,Mitchel,1,5,8,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,1,2000,2001,2009,3159.0,2.5
1919,458,0,No Alley,2,1Fam,3.0,3.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,GdWo,2.0,2,CBlock,Typ,541.0,2.0,3.0,RFn,3.0,Attchd,1977.0,1287,GasA,3,SFoyer,3.0,Bnk,Gtl,9360,Inside,72.0,Reg,85,RL,0.0,None,No Shed,11,Mitchel,1,7,6,Y,0,CompShg,Gable,Normal,,WD,1,Pave,5,1,1977,1977,2009,2244.0,2.5
1920,459,0,No Alley,2,1Fam,3.0,1.0,BLQ,4.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,3.4429619746497666,0,PConc,Typ,672.0,2.0,3.0,Unf,3.0,Detchd,1991.0,1595,GasA,3,1Story,3.0,Lvl,Gtl,11070,Inside,82.0,Reg,20,RL,0.0,None,No Shed,4,Mitchel,0,5,5,Y,0,CompShg,Gable,Abnorml,,COD,0,Pave,5,0,1991,1991,2009,3177.0,3.0
1921,460,0,No Alley,3,1Fam,3.0,4.0,GLQ,5.0,Y,Norm,Norm,SBrkr,0,3,5,CemntBd,CmentBd,No Fence,5.0,1,CBlock,Typ,780.0,3.0,3.0,Fin,3.0,Attchd,2008.0,2036,GasA,5,1Story,5.0,HLS,Gtl,13438,Corner,113.0,IR1,20,RL,246.0,Stone,No Shed,7,Timber,1,5,9,Y,0,CompShg,Gable,Normal,,WD,0,Pave,9,1,2008,2008,2009,4226.0,3.0
1922,461,0,No Alley,3,1Fam,3.0,4.0,GLQ,5.0,Y,Norm,Norm,SBrkr,0,3,5,CemntBd,CmentBd,No Fence,3.4429619746497666,0,PConc,Typ,885.0,3.0,3.0,Fin,3.0,Attchd,2008.0,1641,GasA,5,1Story,5.0,HLS,Gtl,14463,Corner,79.0,IR1,20,RL,406.0,BrkFace,No Shed,1,Timber,1,5,9,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,0,2008,2008,2009,3282.0,3.0
1923,462,0,No Alley,3,1Fam,3.0,1.0,ALQ,4.0,Y,Norm,Norm,SBrkr,0,4,3,MetalSd,MetalSd,No Fence,3.0,1,PConc,Typ,440.0,2.0,3.0,Fin,3.0,BuiltIn,1980.0,2237,GasA,5,2Story,4.0,Lvl,Gtl,9839,CulDSac,82.0,IR1,60,RL,0.0,None,Shed,2,Timber,1,8,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,1,1980,2006,2009,2949.0,2.5
1924,463,0,No Alley,3,1Fam,3.0,4.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,No Fence,2.0,1,PConc,Min1,578.0,2.0,3.0,Fin,3.0,Attchd,1987.0,1479,GasA,5,SLvl,4.0,Lvl,Gtl,14419,Corner,125.0,IR1,80,RL,310.0,BrkFace,No Shed,7,Timber,1,5,7,Y,0,CompShg,Hip,Normal,,WD,0,Pave,7,1,1987,1989,2009,3124.0,4.5
1925,464,0,No Alley,3,1Fam,3.0,1.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,486.0,2.0,3.0,Fin,3.0,Attchd,2003.0,2014,GasA,5,2Story,4.0,Lvl,Gtl,9157,Corner,75.0,IR1,60,RL,0.0,None,No Shed,2,Timber,1,5,7,Y,0,CompShg,Gable,Abnorml,,WD,0,Pave,9,1,2003,2003,2009,2926.0,2.5
1926,465,0,No Alley,2,1Fam,3.0,4.0,GLQ,5.0,Y,Norm,Norm,SBrkr,0,3,5,CemntBd,CmentBd,No Fence,4.0,1,PConc,Typ,920.0,3.0,3.0,Fin,3.0,Attchd,2007.0,1978,GasA,5,1Story,5.0,HLS,Gtl,12633,Inside,85.0,IR1,20,RL,290.0,Stone,No Shed,5,Timber,1,5,9,Y,0,CompShg,Hip,Normal,,WD,0,Pave,7,1,2007,2007,2009,3956.0,3.0
1927,466,0,No Alley,3,1Fam,3.0,1.0,ALQ,3.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,MnPrv,3.4429619746497666,0,CBlock,Typ,384.0,1.0,3.0,Unf,3.0,Attchd,1968.0,1008,GasA,4,1Story,4.0,Lvl,Gtl,12518,Inside,75.0,IR1,20,RL,182.0,BrkFace,No Shed,4,Mitchel,0,7,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,1,1968,1968,2009,2016.0,1.0
1928,467,0,No Alley,3,1Fam,3.0,1.0,BLQ,3.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,1.0,1,CBlock,Typ,504.0,2.0,3.0,Unf,3.0,Attchd,1969.0,1404,GasA,5,1Story,3.0,Lvl,Mod,13383,Inside,83.0,IR1,20,RL,176.0,BrkFace,No Shed,3,Mitchel,1,5,5,Y,0,CompShg,Hip,Normal,,WD,0,Pave,7,0,1969,2000,2009,2592.0,2.0
