,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice
713,714,190,RL,60.0,9873,Pave,No Alley,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,3,3,CBlock,3,3,3,ALQ,960,GasW,3,N,SBrkr,960,0,960,1,0,1,0,3,3,6,Typ,0,3.461038961038961,Detchd,1970.0,Unf,2,576,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,5,2006,WD,Normal,11.76756768334381
714,715,60,RL,71.0,13517,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,4,3,CBlock,3,3,1,GLQ,725,GasA,5,Y,SBrkr,725,754,1479,0,0,2,1,3,4,6,Typ,0,3.461038961038961,Attchd,1976.0,RFn,2,475,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,3,2010,WD,Normal,11.779128505744886
715,716,20,RL,78.0,10140,Pave,No Alley,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,3,CBlock,4,3,1,Unf,1064,GasA,3,Y,SBrkr,1350,0,1350,0,0,2,0,3,3,7,Typ,1,3,Attchd,1974.0,RFn,2,478,3,3,Y,0,0,0,0,0,0,MnPrv,No Shed,8,2009,WD,Normal,12.013700752882718
716,717,70,RM,60.0,10800,Pave,Grvl,Reg,Bnk,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,3,4,BrkTil,3,3,1,Unf,718,GasA,5,Y,SBrkr,1576,978,2554,0,0,1,1,3,3,8,Typ,0,3.461038961038961,Detchd,1996.0,Unf,2,704,3,3,P,0,1,1,0,0,0,No Fence,No Shed,7,2007,WD,Normal,11.979799201207037
717,718,20,RL,80.0,10000,Pave,No Alley,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,1,BLQ,1176,GasA,4,Y,SBrkr,1178,0,1178,0,1,1,1,3,4,5,Typ,1,2,Attchd,1973.0,Unf,2,439,3,3,Y,1,0,0,0,0,0,MnPrv,No Shed,11,2008,WD,Normal,11.964001084330445
718,719,60,RL,96.0,10542,Pave,No Alley,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,4,3,PConc,4,3,4,GLQ,1311,GasA,5,Y,SBrkr,1325,1093,2418,1,0,2,1,3,4,9,Typ,1,3,Attchd,1993.0,RFn,3,983,3,3,Y,1,1,1,0,0,0,No Fence,No Shed,8,2008,WD,Normal,12.739637756265655
719,720,20,RL,69.0,9920,Pave,No Alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,4,3,4,ALQ,971,GasA,3,Y,SBrkr,971,0,971,0,0,1,1,3,3,5,Typ,1,1,Attchd,1969.0,Unf,1,300,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,5,2006,WD,Normal,11.763684183317412
720,721,120,RL,61.5,6563,Pave,No Alley,IR1,Low,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,4,GLQ,1742,GasA,3,Y,SBrkr,1742,0,1742,1,0,2,0,2,4,5,Typ,1,3,Attchd,1985.0,RFn,2,564,3,3,Y,1,1,1,0,0,0,No Fence,No Shed,12,2006,WD,Normal,12.524526376648708
721,722,120,RM,70.0,4426,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,3,GLQ,848,GasA,5,Y,SBrkr,848,0,848,1,0,1,0,1,4,3,Typ,0,3.461038961038961,Attchd,2004.0,RFn,2,420,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,5,2010,WD,Normal,11.870599909242044
722,723,20,RL,70.0,8120,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,ALQ,864,GasA,5,Y,SBrkr,864,0,864,0,0,1,0,3,3,5,Typ,0,3.461038961038961,Detchd,1994.0,Unf,2,463,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,7,2009,WD,Normal,11.732060994886899
723,724,50,RL,60.0,8172,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,Unf,941,GasA,5,Y,SBrkr,997,473,1470,0,0,2,0,4,3,7,Typ,0,3.461038961038961,Detchd,1958.0,Unf,1,548,3,3,Y,0,0,0,0,1,0,No Fence,No Shed,5,2008,WD,Normal,11.813030057420567
724,725,20,RL,86.0,13286,Pave,No Alley,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,5,3,PConc,5,3,1,GLQ,1698,GasA,5,Y,SBrkr,1698,0,1698,1,0,2,0,3,5,8,Typ,1,4,Attchd,2007.0,Fin,3,768,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,2,2009,WD,Normal,12.676076274775909
725,726,20,RL,60.0,6960,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,ALQ,864,GasA,3,Y,SBrkr,864,0,864,0,0,1,0,3,4,5,Typ,0,3.461038961038961,Detchd,1989.0,Unf,2,660,3,3,Y,1,0,0,0,0,0,No Fence,Shed,11,2009,WD,Normal,11.699405031912846
726,727,20,RL,74.0,21695,Pave,No Alley,IR1,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,4,4,CBlock,4,3,1,GLQ,880,GasA,5,Y,SBrkr,1680,0,1680,1,0,2,0,3,4,5,Typ,1,4,Attchd,1988.0,Fin,2,540,3,3,Y,1,1,0,1,0,0,No Fence,No Shed,12,2009,WD,Normal,12.310432660854417
727,728,20,RL,64.0,7314,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,4,3,PConc,4,3,3,GLQ,1232,GasA,5,Y,SBrkr,1232,0,1232,1,0,2,0,2,4,6,Typ,0,3.461038961038961,Attchd,2007.0,RFn,2,632,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,2,2009,WD,Normal,12.178187442040638
728,729,90,RL,85.0,11475,Pave,No Alley,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,3,3,CBlock,3,3,1,Unf,1584,GasA,3,Y,SBrkr,1776,0,1776,1,0,2,0,4,3,9,Typ,0,3.461038961038961,Detchd,1968.0,Unf,3,888,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,7,2009,COD,Abnorml,11.608235644774552
729,730,30,RM,52.0,6240,Pave,Grvl,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,BLQ,780,GasA,3,Y,FuseA,848,0,1208,0,0,1,0,2,3,5,Typ,0,3.461038961038961,Detchd,1962.0,Unf,2,539,3,3,Y,0,1,1,0,0,0,No Fence,No Shed,1,2009,WD,Normal,11.542484267211773
730,731,120,RL,39.0,5389,Pave,No Alley,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,1,GLQ,1595,GasA,5,Y,SBrkr,1616,0,1616,1,0,2,0,2,4,5,Typ,1,3,Attchd,1995.0,RFn,2,608,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,3,2010,WD,Normal,12.373703486914124
731,732,80,RL,73.0,9590,Pave,No Alley,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,4,3,PConc,5,3,3,GLQ,868,GasA,5,Y,SBrkr,1146,0,1146,1,0,2,0,3,4,6,Typ,1,4,Attchd,2003.0,Fin,2,438,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,5,2007,WD,Normal,12.141534124392603
732,733,60,RL,75.0,11404,Pave,No Alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,4,3,PConc,4,3,3,ALQ,1153,GasA,5,Y,SBrkr,1153,878,2031,0,0,2,1,3,4,8,Typ,1,3,Attchd,1998.0,Fin,2,541,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,7,2008,WD,Normal,12.312682380588432
733,734,20,RL,80.0,10000,Pave,No Alley,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,BLQ,864,GasA,5,Y,SBrkr,1144,0,1144,1,0,1,0,3,3,6,Typ,1,3,Attchd,1961.0,RFn,1,264,3,3,Y,1,0,0,0,0,0,GdWo,Shed,3,2009,WD,Normal,11.786001385032646
734,735,20,RL,71.0,8978,Pave,No Alley,IR1,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,3,3,1,Unf,948,GasA,3,Y,SBrkr,948,0,948,0,0,1,0,3,3,6,Typ,0,3.461038961038961,Attchd,1968.0,Unf,1,300,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,5,2007,WD,Family,11.589886506106357
735,736,75,RM,60.0,10800,Pave,No Alley,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,2,Rec,880,GasW,2,N,SBrkr,880,888,1768,0,0,1,1,2,3,6,Typ,2,3,Detchd,1914.0,Unf,2,320,3,3,N,0,1,0,0,0,0,No Fence,No Shed,10,2006,WD,Normal,12.0015054797889
736,737,90,RL,60.0,8544,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,None,0.0,3,3,CBlock,3.5797610681658467,3.011243851018974,1.6736990154711673,No Basement,0,GasA,4,N,FuseF,1040,0,1040,0,0,2,0,2,3,6,Typ,0,3.461038961038961,Detchd,1949.0,Unf,2,400,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,7,2006,WD,Normal,11.44571671527678
737,738,60,RL,72.0,10463,Pave,No Alley,IR1,HLS,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,Unf,893,GasA,5,Y,SBrkr,901,900,1801,0,0,2,1,3,4,8,Typ,1,4,Attchd,2005.0,Fin,3,800,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,6,2006,WD,Normal,12.387977448827787
738,739,90,RL,60.0,10800,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,4,4,GLQ,1200,GasA,3,Y,SBrkr,1200,0,1200,3,0,3,0,3,3,5,Typ,0,3.461038961038961,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.97389412617839,Y,1,0,0,0,0,0,No Fence,No Shed,3,2009,WD,Alloca,12.095141084822892
739,740,60,RL,65.0,9313,Pave,No Alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,Unf,864,GasA,5,Y,SBrkr,864,864,1728,0,0,2,1,3,4,7,Typ,0,3.461038961038961,Attchd,2004.0,RFn,2,572,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,4,2009,WD,Normal,12.154779351142624
740,741,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,4,BrkTil,2,2,1,Unf,264,GasA,5,Y,SBrkr,768,664,1432,0,0,2,0,2,3,7,Typ,0,3.461038961038961,Detchd,1910.0,Unf,2,360,3,4,Y,1,0,1,0,0,0,GdPrv,No Shed,5,2007,WD,Abnorml,11.790557201568507
741,742,20,RL,65.0,6768,Pave,No Alley,IR1,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,2,GLQ,912,GasA,4,Y,SBrkr,912,0,912,1,1,1,0,3,4,5,Typ,0,3.461038961038961,Detchd,1962.0,Unf,1,288,3,3,Y,1,0,0,0,0,0,GdPrv,No Shed,5,2008,WD,Normal,11.863582336583399
742,743,20,RL,65.0,8450,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,3,3,PConc,4,3,1,Unf,1349,GasA,5,Y,SBrkr,1349,0,1349,0,0,2,0,3,3,6,Typ,0,3.461038961038961,Attchd,2000.0,Unf,2,539,3,3,Y,1,1,0,0,0,0,GdPrv,No Shed,12,2007,WD,Normal,12.095141084822892
743,744,80,RL,70.0,12886,Pave,No Alley,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,3,ALQ,520,GasA,5,Y,SBrkr,1464,0,1464,0,1,2,0,3,3,6,Min2,1,3,Attchd,1997.0,RFn,2,480,3,3,Y,1,0,0,0,1,0,No Fence,No Shed,10,2009,WD,Normal,12.072541252905651
744,745,120,RL,41.0,5395,Pave,No Alley,IR1,HLS,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,GLQ,1337,GasA,4,Y,SBrkr,1337,0,1337,1,0,2,0,2,4,5,Typ,1,3,Attchd,1993.0,RFn,2,462,3,3,Y,1,0,1,1,0,0,No Fence,No Shed,10,2008,WD,Normal,12.100712129872347
745,746,60,RL,80.0,8963,Pave,No Alley,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,5,4,CBlock,3,4,1,GLQ,1142,GasA,5,Y,SBrkr,1175,1540,2715,0,1,3,1,4,4,11,Typ,2,3,BuiltIn,1994.0,Fin,2,831,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,7,2008,WD,Normal,12.610870864650634
746,747,60,RL,65.0,8795,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,GLQ,952,GasA,5,Y,SBrkr,980,1276,2256,0,0,2,1,4,4,8,Typ,1,3,BuiltIn,2000.0,Fin,2,554,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,4,2009,WD,Normal,12.371587084007746
747,748,70,RM,65.0,11700,Pave,Pave,IR1,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,None,0.0,4,3,Stone,3,2,1,Unf,1240,GasW,3,N,SBrkr,1320,1320,2640,0,0,1,1,4,4,8,Typ,1,4,Detchd,1950.0,Unf,4,864,3,3,N,1,0,1,0,0,0,No Fence,No Shed,5,2009,WD,Normal,12.491172637278908
748,749,20,RL,59.0,10593,Pave,No Alley,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,4,3,PConc,4,3,1,GLQ,1720,GasA,5,Y,SBrkr,1720,0,1720,1,0,2,0,3,4,7,Typ,1,3,Attchd,1996.0,Fin,2,527,3,3,Y,1,1,1,0,0,0,No Fence,No Shed,3,2010,WD,Normal,12.46997418931655
749,750,50,RL,50.0,8405,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,Slab,3.5797610681658467,3.011243851018974,1.6736990154711673,No Basement,0,Wall,3,N,FuseF,1088,441,1529,0,0,2,0,4,3,9,Mod,0,3.461038961038961,Detchd,1945.0,Unf,1,240,3,3,N,1,0,1,0,0,0,No Fence,No Shed,4,2009,WD,Normal,11.49272275765271
750,751,50,RM,55.0,8800,Pave,Grvl,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,1,Unf,576,GasA,4,Y,SBrkr,792,348,1140,0,0,1,0,3,3,7,Min2,0,3.461038961038961,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.97389412617839,N,0,1,0,0,0,0,No Fence,No Shed,6,2010,WD,Normal,11.477298287327077
751,752,60,RL,65.0,7750,Pave,No Alley,Reg,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,Unf,660,GasA,5,Y,SBrkr,660,660,1320,0,0,2,1,3,4,6,Typ,0,3.461038961038961,Attchd,2003.0,Fin,2,400,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,8,2007,WD,Normal,11.99535161421452
752,753,20,RL,79.0,9236,Pave,No Alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,3,4,GLQ,1479,GasA,5,Y,SBrkr,1494,0,1494,1,0,2,0,3,4,6,Typ,0,3.461038961038961,Attchd,1997.0,RFn,2,576,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,7,2006,WD,Normal,12.287652632522597
753,754,60,RL,80.0,10240,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,3,PConc,4,3,2,Unf,1030,GasA,4,Y,SBrkr,1038,1060,2098,0,0,2,1,3,5,8,Typ,1,4,Attchd,2005.0,RFn,3,878,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,3,2006,WD,Normal,12.526342907575106
754,755,20,RL,61.0,7930,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,GLQ,1026,GasA,4,Y,SBrkr,1026,0,1026,1,0,1,0,3,4,5,Typ,0,3.461038961038961,Detchd,1969.0,RFn,2,440,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,7,2009,WD,Normal,11.957611286231675
755,756,160,FV,34.0,3230,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,3,3,PConc,4,3,1,GLQ,729,GasA,4,Y,SBrkr,742,729,1471,0,0,2,1,3,3,6,Typ,0,3.461038961038961,Detchd,1999.0,Unf,2,440,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,3,2009,WD,Normal,12.058152515453552
756,757,60,RL,68.0,10769,Pave,No Alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,GLQ,866,GasA,5,Y,SBrkr,866,902,1768,0,0,2,1,3,4,7,Typ,0,3.461038961038961,Attchd,2007.0,RFn,2,578,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,4,2009,WD,Normal,12.26434155365415
757,758,60,RL,71.0,11616,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,3,3,CBlock,3,3,2,Rec,672,GasA,3,Y,SBrkr,672,714,1386,0,0,2,1,3,3,6,Typ,1,3,Attchd,1978.0,Fin,2,440,3,3,Y,1,0,0,0,0,0,GdPrv,No Shed,4,2010,WD,Abnorml,11.976030352524807
758,759,160,FV,24.0,2280,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,3,3,PConc,4,3,1,ALQ,744,GasA,4,Y,SBrkr,757,744,1501,0,0,2,1,3,3,6,Typ,0,3.461038961038961,Detchd,1999.0,Unf,2,440,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,8,2008,WD,Normal,12.097373228606832
759,760,60,RL,65.0,12257,Pave,No Alley,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,4,3,PConc,4,3,3,LwQ,1318,GasA,5,Y,SBrkr,1328,1203,2531,0,0,2,1,4,4,9,Typ,1,3,Attchd,1995.0,RFn,3,752,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,11,2007,WD,Normal,12.577636201962656
760,761,20,RL,70.0,9100,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,Rec,864,GasA,5,Y,SBrkr,864,0,864,0,0,1,0,2,3,5,Typ,0,3.461038961038961,Detchd,2008.0,Unf,1,300,5,5,Y,0,0,0,0,0,0,No Fence,Shed,10,2009,WD,Normal,11.755871643580617
761,762,30,RM,60.0,6911,Pave,No Alley,Reg,Lvl,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,2,LwQ,1145,GasA,3,Y,SBrkr,1301,0,1301,0,0,1,0,2,2,5,Min1,0,3.461038961038961,Detchd,1965.0,Unf,2,440,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,10,2009,WD,Normal,11.512925464970229
762,763,60,FV,72.0,8640,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,2,GLQ,756,GasA,5,Y,SBrkr,764,783,1547,0,0,2,1,3,4,7,Typ,0,3.461038961038961,Attchd,2009.0,Unf,2,614,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,6,2010,Con,Normal,12.279323107269766
763,764,60,RL,82.0,9430,Pave,No Alley,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,4,3,PConc,4,3,2,GLQ,1252,GasA,5,Y,SBrkr,1268,1097,2365,1,0,2,1,3,4,8,Typ,1,4,Attchd,1999.0,RFn,3,856,3,3,Y,0,1,0,0,1,0,No Fence,No Shed,7,2009,WD,Normal,12.727838209334498
764,765,120,RL,30.0,9549,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,4,PConc,4,4,3,LwQ,1494,GasA,5,Y,SBrkr,1494,0,1494,1,0,1,1,2,5,6,Typ,1,4,Attchd,1995.0,Fin,2,481,3,3,Y,0,1,0,0,1,0,No Fence,No Shed,4,2006,WD,Normal,12.506177237980511
765,766,20,RL,75.0,14587,Pave,No Alley,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,4,3,PConc,4,3,1,Unf,1498,GasA,5,Y,SBrkr,1506,0,1506,0,0,2,0,2,5,6,Typ,1,4,Attchd,2008.0,Fin,2,592,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,8,2008,New,Partial,12.484204257170104
766,767,60,RL,80.0,10421,Pave,No Alley,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,3,3,CBlock,4,3,1,GLQ,980,GasA,3,Y,SBrkr,980,734,1714,0,0,2,1,3,3,7,Typ,1,3,Attchd,1988.0,Unf,2,496,3,3,Y,1,1,1,0,0,0,MnPrv,Shed,3,2010,WD,Normal,12.188417710291453
767,768,50,RL,75.0,12508,Pave,No Alley,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,2,ALQ,983,GasA,5,Y,SBrkr,983,767,1750,1,0,2,0,4,3,7,Mod,0,3.461038961038961,Attchd,1989.0,Unf,1,423,3,3,Y,1,0,1,0,0,0,No Fence,Shed,7,2008,WD,Normal,11.982929094215963
